Unnamed: 0,smiles,rt,prediction
3292,CCCN=C(O)CCc1nc2ccccc2n(CC(O)=Nc2ccc(OC)c(OC)c2)c1=O,1111.1,697.5698
3337,C=CCN(Cc1nc(-c2ccc(C)cc2)no1)C(O)=Nc1ccccc1C,649.5,1058.9448
545,CCN1C(=O)COc2ccc(-c3nc(N=C(O)c4cccc(C)c4)sc3C)cc21,681.8,1079.1887
4697,CCOc1ccccc1-c1csc(N=C(O)c2sc(COc3cc(C)ccc3C)nc2C)n1,1027.0,1416.6108
4941,COc1ccc(-c2cc3c4nnc(SCC(O)=Nc5cccc(Br)c5)n4ccn3n2)cc1,1321.3,932.7242
5737,Cc1ccc2c(NCc3ccc4c(c3)OCO4)c(-c3nc(C)no3)cnc2n1,1074.1,687.7163
2889,Cc1ccc2nc(Nc3nc(C)c(Cc4ccccc4Cl)c(O)n3)nc(C)c2c1,1398.4,1015.54346
4726,Cc1ccc(N2C[C@H](c3noc(-c4cccn4C)n3)CC2=O)cc1,610.6,984.6978
4618,Cc1cccc(-c2nc(Cn3nnc(-c4nc(-c5ccccc5Cl)no4)c3C)c(C)o2)c1,908.2,1281.0547
220,CC(C)c1ccc(NC(=O)[C@H]2CCCN(c3nc4ccccc4nc3C(F)(F)F)C2)cc1,957.1,1329.5043
784,COC(=O)c1cnc(N2CCN(c3cccc(C)c3)[C@H](C)C2)c2ccccc12,1042.7,672.11914
5972,CC[C@@H](C)N=C(O)c1cnn(-c2cc(-c3nc(C(C)(C)C)no3)ccn2)c1C,710.8,1075.261
5896,OCCNCc1ccc(-c2cccc(Cl)c2)o1,986.8,622.50916
4483,CC[C@@H](C)N=C(O)c1cnn(-c2cc(-c3nc(C(C)C)no3)ccn2)c1C,617.1,980.2298
3417,CC[C@@H](C)N=C(O)N1CC(Oc2ccc(-c3nc(-c4ccccc4)no3)cc2)C1,712.3,1073.3
1134,CC(C)Cc1noc(C2(F)CCN(S(=O)(=O)c3ccccc3)CC2)n1,691.1,1050.2849
1747,COCCn1cc2c3c(cccc31)CN(C(O)=Nc1cc(Cl)ccc1C)CC2,679.0,1036.7089
1338,Cn1nc(-c2nnc(-c3ccccc3)o2)c2c1CCN(S(=O)(=O)c1ccc3c(c1)CCC3)C2,688.1,1039.9944
2346,C[C@H](N=C(O)c1cc2ccccc2[nH]1)C(O)=NCCc1c[nH]c2ccccc12,1145.8,795.6755
3681,Cc1cc2nc(C(F)(F)F)c(=O)n([C@@H](C)C(O)=NCc3ccco3)c2cc1C,756.2,1105.2936
4761,COc1ccc(N2CCN(CCN=c3cc(C(=O)O)c4ccccc4[nH]3)CC2)cc1,918.8,571.7087
6729,COC(=O)c1[nH]c(C)c(C(=O)[C@@H](C)N(CC2CCCCC2)C(=O)c2ccc(OC)cc2)c1C,707.7,1050.0793
1466,CC1CCN(S(=O)(=O)c2ccc3nn(Cc4ccccc4F)c(=O)n3c2)CC1,652.9,992.1674
6651,CCc1cc(C(O)=Nc2ccc(N3CCOCC3)cc2)nc2cc(-c3ccco3)nn12,683.4,1021.9732
1835,CCc1nnc(-c2ccc3ccn(CC(O)=NCCc4sccc4C)c3c2)o1,1170.7,835.145
7285,CC(C)NC(=O)c1cc2nc(N(C)C)n(-c3ccc(F)cc3)c2s1,627.4,961.57404
2975,O=C(c1n[nH]c2ccccc12)N1CCC[C@H]1c1nc(-c2cccc(C(F)(F)F)c2)no1,1328.3,995.55756
3994,CN1CCN(S(=O)(=O)c2ccc3nn(Cc4cccc(F)c4)c(=O)n3c2)CC1,963.5,630.7797
1727,COc1ccc(Nc2c(C(=O)N3CCCC3)cnc3nc(C)ccc23)cc1OC,906.4,580.303
6151,CCN1CCN(c2nccc(-c3cnc4nc(-c5ccc(Cl)cc5)nn4c3C)n2)CC1,1006.1,681.8296
4106,C[C@H]1Oc2ccccc2C=C1/C=C1\Oc2cc(OC(=O)N(C)C)ccc2C1=O,795.4,1117.3336
2424,CCCOc1ccc([C@@H]2C(C(=O)N3CCOCC3)=C(C)NC3=C2C(=O)CCC3)cc1OC,964.3,644.44257
2802,Cc1cccc(-c2noc(-c3cccnc3N3CCN(c4ccccc4)CC3)n2)c1,1397.9,1078.8087
6474,COc1ccc(N2CCN(c3cc(SCC(O)=N[C@H](C)CCc4ccccc4)ncn3)CC2)cc1,1308.6,994.642
5469,O=c1c2c([nH]c3c(F)ccc(F)c13)CCN(CC(O)=Nc1ccccc1Cl)C2,953.3,643.12067
4568,O=C(Nc1ccc(F)c(F)c1)c1c(O)c2cccnc2n(-c2ccccc2)c1=O,916.0,1221.5398
7221,COc1cc([C@H](O)CCBr)c(OC)cc1C,1022.9,720.9457
828,Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1,733.6,1029.2084
4274,Cc1ccc(Cn2c(C(O)=NCc3ccccc3)cc3sccc32)cc1,863.9,1158.8677
5270,C[C@@H](Oc1ccc(-c2cnc3ccccc3n2)cc1)C(=O)N(C)Cc1ccco1,620.5,912.59814
1764,CN(CC1(C)CCOCC1)S(=O)(=O)c1cc(F)ccc1F,614.4,900.5832
541,CN(C)c1nc2cc(C(=O)NC3CCCC3)sc2n1-c1ccc(F)cc1,1054.9,769.753
7555,CCOC(=O)CN=C(O)[C@@H]1CC(=O)N(CCc2c[nH]c3ccc(F)cc23)C1,962.3,678.3961
2503,CNC(=O)c1cc(C)n(C)n1,835.0,557.6644
1691,N#Cc1cccc(N=C(O)CN2CCc3[nH]c4c(F)c(Cl)ccc4c(=O)c3C2)c1,912.6,638.28204
5902,Cc1cc(S(=O)(=O)N2CCc3c(c(-c4nnc(-c5ccccc5)o4)nn3C)C2)ccc1F,703.3,976.90674
7463,Cn1cc(CN2CCC(C(O)=NCCCN3CCc4ccccc4C3)CC2)c2cc(Cl)ccc21,877.5,605.66534
4203,C[C@@](O)(CNC(=O)C(=O)NCCC1=CCCCC1)c1cccs1,1118.7,850.21844
136,O=c1c2cc3c(nc2ncn1CC(O)=NCCCN1CCc2ccccc2C1)CCCC3,864.4,597.6275
4813,CN1CCC[C@H]2[C@H](c3ccccc3)[C@H](C3=NCCCC3)[C@H](c3ccccc3)C[C@H]21,589.3,855.6106
6174,CC(C)n1c(=O)sc2cc(S(=O)(=O)N3CCC(C(O)=Nc4cccc(C#N)c4)CC3)ccc21,696.9,956.5301
6571,Cc1ccccc1CN=C(O)CN1CCN(Cc2ccc(F)cc2Cl)C1=O,629.1,884.9929
6490,CCn1cc(-c2nc(C)c(C(=O)Nc3ccc(C)cc3)s2)c2cccnc21,783.7,1037.7744
4787,OC(=NCc1ccccn1)c1cc(-c2cccnc2)nc2ccc(Br)cc12,898.1,645.70056
7003,Cc1cccc(CN=C(O)c2cc(C(C)C)n3nccc3n2)c1,1309.7,1059.0308
4134,CC1CCN(S(=O)(=O)c2ccc3nn(Cc4ccc(Cl)cc4)c(=O)n3c2)CC1,819.4,1068.5614
6947,CCC(CC)C(O)=Nc1nc(-c2ccc3c(c2)N(CC)C(=O)CO3)c(C)s1,1269.2,1020.9237
3506,Cc1cc(=O)n(CC(O)=NCc2ccc(F)cc2Cl)c(=N)[nH]1,861.0,614.27185
6752,C/C=C(/C)C(=O)O[C@H]1CC(C)=CC(=O)[C@@]2(C)CC[C@@](O)(C(C)C)[C@H]12,725.0,971.61914
7160,O=S(=O)(Cc1ccc(Cl)cc1)c1nc2ccccc2nc1N1CCOCC1,756.5,999.56744
4876,CCCC[C@H]1CC[C@H](C(O)=Nc2nc(-c3ccc4c(c3)N=C(O)CO4)cs2)CC1,933.9,1176.9594
5313,CCCCn1cc(S(=O)(=O)Nc2cc(C)ccc2F)c2cccnc21,754.5,994.5649
268,CSc1ccccc1NC(=O)C(=O)NC[C@@](C)(O)c1ccco1,994.9,754.87317
3782,Cc1ccc2c(c1)OCC(=O)N2Cc1nc(-c2cccc(C(F)(F)F)c2)no1,918.8,1158.4673
713,Cc1cccnc1NC(O)=Nc1c[nH]c2ccccc12,826.2,587.7433
4363,Cc1ccc(NC(=O)CN2C(=O)CCc3cc(S(=O)(=O)N4CCCC[C@H]4C)ccc32)cc1C,720.2,956.60223
171,CN(C)C(=O)CN1CCN(c2ccccc2)CC1,791.8,556.4842
6324,CO/N=C1/C=C(C)C(=O)C(C)=C1C,1035.6,801.5864
2871,Cc1noc(-c2ccnc(-n3cnc(C(O)=NCCc4ccc(Cl)cc4)c3)c2)n1,683.0,915.72845
5967,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],1067.5,835.66876
939,CCOC(=O)c1sc(N=C(O)[C@H](CC)Sc2nc(C)cc(C)n2)nc1C,1079.7,848.69446
4131,CCN=C(O)N1CCc2c([nH]c3ccc(OC)cc23)[C@@]12C(=O)N(C)c1ccccc12,984.0,753.64276
7437,O=C(c1cnccn1)N1CC(c2nc(CCOCC3CCCC3)no2)C1,600.8,831.1131
4239,COc1ccc2[nH]c3c(c2c1)CCNC3,365.0,594.8892
2353,Cc1nn(CC(=O)N2CCC3(CC2)OCCO3)c(=O)c2nc(-c3ccccc3)sc12,969.7,744.9163
4439,Cc1cccn2cc(C(=O)N3CCN(c4ccc(Cl)cc4)CC3)nc12,946.3,722.6227
2418,CC(C)Oc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1257.8,1036.354
2317,COc1ccc(N=C(O)CSc2nnc3c4cc(-c5ccc(F)cc5)nn4ccn23)c(OC)c1,648.1,869.4721
3397,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,1102.1,881.6178
3596,Cc1ccc(C)c(Nc2c(-c3ccc(N(C)C)cc3)nc3ncccn23)c1,995.7,776.4347
4429,CCc1ccc(Oc2cc(N3CCC(C(O)=NCCCOC)CC3)ncn2)cc1,577.8,797.03296
3615,Cc1cc(C)n(CC(=O)N2CC[C@@H](c3nc(-c4ccncc4)no3)C2)n1,839.2,620.7254
79,CCn1c(=O)n(Cc2ccccc2Cl)c(=O)c2cnc(-c3ccc(OC)cc3)nc21,1014.2,1232.3262
1779,Cc1ccc(NC(=O)Cn2nc(N3CCSCC3)c3ccccc3c2=O)cc1,1170.7,952.83044
7008,CCCCOc1ccc(Nc2cc(Cl)ccc2C(=O)O)cn1,1255.2,1038.5807
3131,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccccc3Cl)CC2)cc1C,668.9,885.15546
5713,CCN1c2ccc(F)cc2C(O)=NC12CCN(C(=O)c1cc(F)cc(F)c1)CC2,1031.5,816.00397
7461,COc1ccccc1CN1CN=C(Nc2nc(C)c3ccc(C)cc3n2)NC1,568.1,782.5567
6972,COc1ccc(-c2nc3cnccn3c2Nc2cccc(C(=O)O)c2)cc1,893.5,679.39545
7011,O=c1n(CC(O)=NC2CCCC2)nc2c3cc(-c4ccc(Cl)cc4)nn3ccn12,1112.8,898.8649
705,CCc1cccc(Nc2nc(C)cc(=O)n2CC(O)=Nc2ccc3c(c2)OCCO3)c1,1044.2,830.4079
3493,O/C(=C\Sc1nnc(COc2ccc(Cl)cc2Cl)o1)c1ccc(F)cc1,914.9,1128.0397
5238,O=C1CCc2cc(NS(=O)(=O)Cc3cccc(Cl)c3)ccc2N1,938.2,725.604
6521,c1ccc(-n2ncc3cccnc32)cc1,623.6,835.84076
1506,OC(=NCCC1=CCCCC1)c1c[nH]c2ncccc12,967.9,756.1898
4735,O=c1ccc(-c2ccc(Cl)cc2)nn1CCN=C(O)CCSc1ccccc1,600.5,811.19336
2654,C=C(C)[C@H]1O[C@H]2CC[C@]3(C)[C@@]4(C)c5[nH]c6cc(Cl)c7c8c6c5[C@@H](OC(C)(C)[C@H]5C[C@H](C(=C)C7)[C@]85O)[C@@H]4CC[C@@]3(O)[C@]23O[C@@H]3[C@H]1O,1175.0,964.5783
995,Cc1cc(C)cc(N=C(O)c2cnn3c2CCCC3)c1,603.3,813.35406
3249,Cc1ccc(C)c(-c2nc3ccccc3c(C(=O)N3CCN(c4ncccn4)CC3)c2C)c1,903.2,693.46387
7079,COc1ccc(NC(=O)Cn2nc3cc(C)nc(Nc4cc(C)cc(C)c4)n3c2=O)cc1,868.9,1078.3911
3727,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,1176.2,967.4724
6660,Cc1ccc(C)c(-c2nc(-c3cccc(-c4ccnn4C)c3)no2)c1,1113.8,1321.4078
3628,COc1ccc(CCn2c(-c3cccs3)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1,880.0,1084.7108
2619,COCCn1c(=O)c2cc(C(O)=Nc3ccccc3)nn2c2ccccc21,714.4,918.6846
5540,CCOC(=O)c1ccc(Nc2c(-c3ccc(OC)cc3)nc3cnccn23)cc1,641.0,844.8173
2217,CN1c2cc(Cl)ccc2C(O)=NC12CCN(C(O)=NCc1cccc(F)c1)CC2,1011.2,807.78125
538,O=C(C(O)=Nc1c2c(nn1-c1cccc(Cl)c1)CSC2)N1CCCC1,914.0,712.05475
5721,CCC(=O)N1c2ccc(S(=O)(=O)N3CCCCC3)cc2C[C@H]1C(O)=NCCc1ccccc1,720.2,918.8097
6996,C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1,812.8,614.86304
6856,CCOC(=O)c1noc2ncnc(Nc3ccc(OC)cc3)c12,716.7,914.4187
3399,CCc1ccc(CN=C(O)[C@@H]2CC(=O)N(c3ccc4c(c3)CCN4C(C)=O)C2)cc1,931.8,737.94727
1880,Cc1nc(-c2csc(S(=O)(=O)N3CCC(C(O)=NCCc4ccccc4)CC3)c2)no1,1064.0,870.4543
1771,CCOC(=O)N1CCN(c2ncnc3c2cnn3-c2cc(Cl)ccc2C)CC1,863.2,1056.1057
4798,COc1ccc(N=C(O)c2c(OC)cc(=O)n3c2CCCC3)c(OC)c1,877.2,684.3428
3384,Cc1cc(N)n(-c2nc(C)nc3sc4c(c23)CC[C@H](C)C4)n1,856.8,1048.5095
4018,CCOc1ccc(-c2noc(CN3N=N[C@H]4C(=O)N(c5ccc(C)c(F)c5)C(=O)[C@H]43)n2)cc1OC,801.4,989.2772
1916,CC1(C)CCC[C@]2(C)C3=C(CC[C@H]12)C(=O)OC3,1270.8,1083.2301
2699,Oc1c(CN2CCN(c3ccccc3)CC2)cc(Br)c2cccnc12,829.8,642.3621
1074,OC(=NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,1308.3,1121.3381
6030,COc1ccc(F)cc1S(=O)(=O)N1C[C@@H]2C[C@H](N=C(O)c3ccccc3)[C@H]1C2,660.8,843.8007
5582,O=C(C1=CN(c2ccc(F)c(F)c2)c2ccccc2S1(=O)=O)N1CCCCC1,1038.7,856.0455
544,Cc1ccc(CN=C(O)c2cc(C(C)C)n3nccc3n2)cc1,1250.9,1068.2625
3776,CCn1cc(-c2nc(C(O)=Nc3ccc(F)c(F)c3)cs2)c2cccnc21,940.4,1122.096
7393,O=C(NCc1ccc(N2CCCC2)cc1)c1sc2ncccc2c1-n1cccc1,1128.2,946.70825
1450,O=C1NC2(CCN(C(=O)c3ccc(F)cc3)CC2)N=C1c1cccc(F)c1,635.2,816.35
6884,CCc1cc(=O)n(CC(O)=Nc2ccc(OC)c(F)c2)c(=N)[nH]1,787.9,609.59125
2213,c1ccc(-n2ncc3c(Nc4ccc5c(c4)OCO5)nc(N4CCCC4)nc32)cc1,1349.4,1171.4728
6439,Cc1noc(-c2ccc(NC(=O)c3cccnc3)cc2)n1,824.3,646.59265
7727,CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1,768.2,591.10504
7244,CCc1ccc(N2C(=O)CN(S(=O)(=O)c3ccccc3)C[C@@]2(C)C(O)=NC2CCCC2)cc1,821.4,998.16864
898,CCc1nnc2sc(-c3cc(C)nc4ccc(Br)cc34)nn12,891.6,1067.6154
13,Cc1ccc(S(=O)(=O)NC(O)=NC2=NC(=N)N(c3ccc(Cl)c(Cl)c3)C(C)(C)N2)cc1,733.4,909.3915
24,OC(=NCCCc1ccccc1)C1CCN(c2ncnc3c2oc2ccccc23)CC1,976.3,800.53516
2280,Cc1ccccc1-c1noc(-c2nnn3c2CO[C@H](c2ccc(F)cc2)C3)n1,1002.7,1177.3268
6369,CCN1CCN(CCNC(=O)c2nc3ccccn3c2-c2ccc(Cl)cc2)CC1,781.9,607.4993
5863,Cc1ccc(-c2noc(CN3N=N[C@H]4C(=O)N(c5cccc(F)c5)C(=O)[C@H]43)n2)cc1C,896.9,1071.1951
7054,CCOC(=O)c1noc2nc(C)nc(Nc3ccc(C)cc3)c12,935.7,1109.756
6886,CCN1C(=O)CCc2cc(NC(=O)Cc3ccc(OC)cc3Cl)ccc21,646.6,818.83466
5892,O=[n+]1c2c(n([O-])c3ccccc31)-c1cccc3cccc-2c13,766.8,938.383
5012,OC(=NN1CCCCC1)NN1CCCCC1,626.0,796.7234
5113,COc1ccc([C@@H]2CC(=O)c3c(C)nn(-c4nc5ccccc5[nH]4)c3C2)c(OC)c1,1019.1,848.972
4309,CN(C)c1ccc(C(=O)NCc2nn(C)c3ccccc23)cc1,778.5,609.7777
981,Cc1ccc(C(=O)N(C)Cc2cccnc2Oc2ccccc2)cn1,861.0,693.2793
7061,O=C(Cn1ncc2cc(C(O)=NCc3ccc(F)cc3)ccc21)N1CCCCCC1,951.0,785.2362
5990,CCn1c(=O)c2c(nc3n2C[C@@H](C)CN3C2CCCCC2)n(C)c1=O,827.7,992.24426
5058,COc1ccc(-c2noc([C@H]3CC(=O)N(c4ccc(C(C)C)cc4)C3)n2)cc1OC,870.2,1034.5833
5661,Nc1ccc(Oc2ccc(N)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],899.2,735.5502
5696,C[C@H](N=C(O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,1317.5,1157.1959
5765,C=CCn1c(-c2ccc(OC)cc2)nc2nc3ccccc3nc21,812.9,653.4827
4500,CC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1197.4,1038.4265
660,CCOc1ccc(-n2cc(C(=O)OCc3ccccn3)c3ccccc3c2=O)cc1,750.2,908.7676
596,CCOC(=O)C1=C(c2ccccc2)NC(SCC)=C(C#N)[C@H]1c1cccnc1,649.8,807.96674
5974,COc1cc(N=C(O)c2sc(-c3cn(C)c4ncccc34)nc2C)cc(OC)c1,763.7,921.85065
4089,CCOC(=O)c1sc2nc(C)cc(C(F)(F)F)c2c1N,1129.2,971.8522
369,Cc1ccc(C)c(-c2csc(Nc3ccccn3)n2)c1,821.3,978.4801
4184,COc1ccc(C(O)=Nc2ccc3c(c2)N(C(=O)[C@@H]2CCCO2)CC3)c(OC)c1OC,615.1,771.4571
2808,O=C(C1CC1)N1CC[C@H](c2noc(-c3ccccc3)n2)C1,956.2,799.9421
6698,CN(C)c1ccc(C2=NN3C(=NC4=C(C(=O)CC(C)(C)C4)[C@@H]3c3ccccc3Cl)N2)cc1,717.6,872.7152
7792,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,1061.4,906.36383
4863,COc1ccc(CN=C(O)Nc2cc3c(cc2N2CCCC2)n(C)c(=O)n3C)cc1,749.8,597.8308
1958,CCn1nccc1-c1nc([C@@H]2CC(=O)N(c3ccc(C)cc3)C2)no1,680.1,831.9899
7759,CCOC(=O)c1cnc(N2CCc3ccccc32)nc1O,632.2,784.0817
4621,CC1(C)CC(=O)c2cc3c(N)c(C(=O)Nc4ccccc4[N+](=O)[O-])sc3nc2C1,1101.6,950.03094
5932,COc1ccc(CN=C(O)Cc2nnc(-c3ccc4ncccc4c3)o2)c(OC)c1,841.2,689.71747
1872,CCN=C(O)c1cccc(Nc2c(-c3ccc(SC)cc3)nc3cnccn23)c1,887.1,736.3279
4553,OC(CSc1cc(N2CCN(c3ccccc3F)CC2)ncn1)=NCc1ccccc1,1108.7,958.6167
1414,CCN=c1nc(N2CCCC2)[nH]c(-n2cnc(SC)n2)n1,884.6,734.9316
5180,Cc1cc(C)n(CCN(C(=O)c2ccc([N+](=O)[O-])s2)c2nc3ccccc3s2)n1,1018.3,868.6842
1605,CCOC(=O)C1=C(Nc2ccc(NC3=C(C(=O)OCC)C(=O)CS3)cc2)SCC1=O,681.3,830.91034
5994,c1ccc2c(c1)[nH]c1c3ccccc3sc21,1161.9,1013.025
7775,CCc1nnc(-c2cc(N=C(O)Cc3c[nH]c4ccccc34)c(C)s2)o1,720.4,869.22687
4588,OCCNCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,641.1,788.09436
6673,O=C(c1ccc(Br)cc1)N1CCN=C1N1CCN(c2ccccc2F)CC1,631.7,777.5483
3527,CCCCN1C(=O)[C@](C)(C(O)=Nc2cccc(F)c2)Oc2cccnc21,924.3,1069.359
352,CCc1ccc(CN=C(O)[C@H]2CCCN(c3nn4c(=O)c5c(nc4s3)CCCC5)C2)cc1,983.0,840.06067
5851,Cc1ccc2c(n1)nn1c(C)cc(C)nc21,556.8,698.5817
1834,Cc1ccc(Cl)cc1N=C(O)C(=O)c1cccn1C,878.1,1019.61145
7208,CCc1cc(=O)n(CC(=O)Nc2ccc(C)cc2)c(N2CCOCC2)n1,611.9,753.25165
2264,Cc1sc(N=C(O)c2cccc(Br)c2)nc1-c1ccc2c(c1)N(C)C(=O)CO2,942.7,1083.8041
