smiles	rt
CSCCC(N)C(=O)O	613.8000000000001
NC(CS)C(=O)O	709.8
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12	525.0
NCCCC(=O)O	693.0
Nc1nc[nH]c2ncnc1-2	493.20000000000005
c1ccc(CNCc2ccccc2)cc1	442.2
O=C(O)CC1OCC=C2CN3CCC45C6=CC(=O)C(=O)C([N+](=O)[O-])=C6NC4C1C2CC35	694.8
Cn1c(=O)c2nc[nH]c2n(C)c1=O	136.79999999999998
NC(CCCC(N)C(=O)O)C(=O)O	891.0
NCCS(=O)(=O)O	758.4000000000001
CCCC(N)C(=O)O	623.4000000000001
NC(CCCC(=O)O)C(=O)O	744.0
CCC(C)C(N)C(=O)O	592.1999999999999
COc1ccc2[nH]cc(CC(N)C(=O)O)c2c1	584.4
CC(C)(C)C(N)C(=O)O	602.4
O=C(O)C1CC(O)CN1	727.8000000000001
CCC(N)C(=O)O	693.6
NCCC(N)C(=O)O	955.2
CCCCC(N)C(=O)O	577.1999999999999
CCCC(N)C(=O)O	627.6
CC(C)=CCNc1nc[nH]c2ncnc1-2	172.79999999999998
NCCCC(N)C(=O)O	955.8
NCC(O)=NCC(=O)O	863.4000000000001
Cc1cnc(O)nc1O	210.6
Nc1ccc(C(=O)O)cc1	135.6
NCCO	773.4000000000001
NCc1ccccc1	614.4
O=P(O)(O)OCC(O)CO	811.1999999999999
CC(O)=NC1C(O)OC(CO)C(O)C1O	596.4
O=C(O)CNCC(=O)O	822.6
NC(Cc1ccccc1)C(=O)O	581.4
Cc1cn(C2CC(O)C(CO)O2)c(=O)nc1O	264.6
CC(=N)O	142.79999999999998
Cc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)nc1O	711.5999999999999
NCCc1ccc(O)cc1	627.6
N=c1nc(O)c2ncn(C3CC(O)C(CO)O3)c2[nH]1	568.8000000000001
Cc1ncc(COP(=O)(O)O)c(C=O)c1O	618.0
N=C(O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	848.4000000000001
N=c1ccn(C2CC(O)C(CO)O2)c(O)n1	602.4
N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1	628.8000000000001
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1	429.0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2	517.8000000000001
O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO	858.0
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O	809.4
CC(O)=NC1C(O)OC(CO)C(O)C1O	597.6
