smiles	rt
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCS	702.0
CN(CC(=O)O)C(=N)N	726.0
CN1CC(O)=NC1=N	414.0
N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(O)n1	930.0
N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1	546.0
CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	252.0
CC(=O)N(O)CCCC1N=C(O)CN=C(O)CN=C(O)CN=C(O)C(CCCN(O)C(C)=O)N=C(O)C(CCCN(O)C(C)=O)N=C1O	354.0
CN(C)C(=N)NCCCC(N)C(=O)O	1200.0
CN(C)c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2n1	360.0
CN(C)C(Cc1cnc[nH]1)C(=O)O	582.0
CN(C)CCCCC(N)C(=O)O	1152.0
C[N+]1(C)CCCC1C(=O)[O-]	474.0
O=C(O)C(COP(=O)(O)O)OP(=O)(O)O	936.0
CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	228.0
C[N+](C)(C)C(Cc1cnc([S-])[nH]1)C(=O)O	726.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C	564.0
CC(=O)N(O)CCCC1N=C(O)CN=C(O)CN=C(O)CN=C(O)C(CCCN(O)C(C)=O)N=C(O)C(CCCN(O)C(C)=O)N=C1O	282.0
O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O	930.0
O=P(O)(O)OCC1OC(O)(CO)C(O)C1O	798.0
O=C(O)C=CC(=O)O	786.0
N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1	930.0
N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c2[nH]1	930.0
O=C(O)C(O)C(O)C(O)C(O)CO	684.0
NC1C(O)OC(CO)C(O)C1O	696.0
OCC1OC(O)C(O)C(O)C1O	720.0
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O	852.0
NC(CCC(=O)O)C(=O)O	726.0
COC(=O)C(N)CCC(=O)O	426.0
N=C(O)CCC(N)C(=O)O	732.0
O=C(O)CCCC(=O)O	720.0
NC(CCC(O)=NC(CSSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)C(O)=NCC(=O)O)C(=O)O	900.0
O=CC(O)COP(=O)(O)O	792.0
O=C(O)C(O)CO	606.0
O=P(O)(O)OC(CO)CO	732.0
C[N+](C)(C)CCOP(=O)([O-])OCC(O)CO	726.0
N=c1nc(O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1	846.0
N=c1nc(O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1	983.9999999999999
N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1	588.0
CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	288.0
O=C(O)CN=C(O)c1ccccc1	264.0
NCCc1cnc[nH]1	1488.0
NC(Cc1cnc[nH]1)C(=O)O	720.0
NC(CO)Cc1cnc[nH]1	978.0
CC(O)(CC(=O)O)CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	792.0
Oc1ncnc2[nH]cnc12	456.0
O=P(O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	786.0
O=S(=O)(O)Oc1c[nH]c2ccccc12	294.0
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	491.99999999999994
CCC(C)C(N)C(=O)O	516.0
CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	324.0
Nc1ccccc1C(=O)CC(N)C(=O)O	480.0
CC(C)CC(N)C(=O)O	456.0
NCCCCC(N)C(=O)O	1398.0
O=C(O)CC(O)C(=O)O	798.0
CSCCC(N)C(=O)O	522.0
Cn1cnc(CC(N)C(=O)O)c1	612.0
CNCCCCC(N)C(=O)O	1326.0
OC1C(O)C(O)C(O)C(O)C1O	864.0
CCC(C)C(N=C(C)O)C(=O)O	264.0
CC(O)=NC(CCCNC(=N)N)C(=O)O	738.0
CC(O)=NC(CC(=O)O)C(=O)O	750.0
CC(O)=NC1C(O)OC(CO)C(O)C1O	558.0
CC(O)=NC(CCC(=O)O)C(=O)O	696.0
CC(O)=NC(CCCN)C(=O)O	666.0
CC(O)=NC(CCCCN)C(=O)O	762.0
CC(O)=NCCCCC(N)C(=O)O	630.0
N=C(O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	714.0
N=C(O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1	666.0
N=C(O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1	864.0
N=C(O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1	888.0
N=C(O)c1cccnc1	282.0
CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	245.99999999999997
CCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O	672.0
NCCCC(N)C(=O)O	1248.0
CC(C)(CO)C(O)C(O)=NCCC(=O)O	366.0
NC(Cc1ccccc1)C(=O)O	438.0
CN(CC(=O)O)C(=N)NP(=O)(O)O	762.0
C=C(OP(=O)(O)O)C(=O)O	906.0
O=C(O)C1CCCN1	612.0
CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	432.0
O=P(O)(O)OCC1OC(OP(=O)(O)OP(=O)(O)O)C(O)C1O	990.0
O=C(O)C1(O)CC(O)C(O)C(O)C1	624.0
O=C(O)c1cccnc1C(=O)O	762.0
Nc1ncnc2c1ncn2C1OC(CSCC(N)C(=O)O)C(O)C1O	636.0
Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O	672.0
C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O	852.0
CSc1ncc(CC(C(=O)[O-])[N+](C)(C)C)[nH]1	474.0
NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O	798.0
Nc1c(C(O)=NC(CC(=O)O)C(=O)O)ncn1C1OC(COP(=O)(O)O)C(O)C1O	1026.0
O=C(CO)C(O)C(O)C(O)C(O)COP(=O)(O)O	822.0
NC(CO)C(=O)O	786.0
O=C(O)CCC(=O)O	756.0
NCCS(=O)(=O)O	726.0
CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	228.0
CC(O)C(N)C(=O)O	702.0
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	816.0
O=P(O)(O)OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	882.0
C[N+](C)(C)C(Cc1cnc[nH]1)C(=O)[O-]	582.0
C[N+](C)(C)CCCCC(N)C(=O)[O-]	1242.0
C[N+](C)(C)C(C(=O)[O-])c1ccccc1	324.0
C[N+](C)(C)C(Cc1c[nH]c2ccccc12)C(=O)[O-]	360.0
NC(Cc1c[nH]c2ccccc12)C(=O)O	522.0
NC(Cc1ccc(O)cc1)C(=O)O	618.0
O=c1nc(O)ccn1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	840.0
CC(O)=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(O)nc3=O)C(O)C2O)OC(CO)C(O)C1O	768.0
O=c1nc(O)ccn1C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O	834.0
O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(O)nc3=O)C(O)C2O)C(O)C(O)C1O	990.0
O=c1nc(O)ccn1C1OC(COP(=O)(O)O)C(O)C1O	756.0
Oc1ccnc(O)n1	432.0
Oc1nc(O)c2nc(O)[nH]c2n1	642.0
O=c1nc(O)ccn1C1OC(CO)C(O)C1O	426.0
O=c1nc(O)ccn1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	906.0
CC(C)C(N)C(=O)O	588.0
