smiles	rt
NC(CCCC(=O)O)C(=O)O	30.577999998000003
O=C(O)C(O)Cc1c[nH]c2ccccc12	211.264999998
NCCc1ccc(O)c(O)c1	42.713500002
CNCC(O)c1ccc(O)c(O)c1	33.865999998
NC(CCCN=C1N=C(O)CN1)C(=O)O	27.511000002000003
NC(CCCCN=C(O)CO)C(=O)O	31.626
NCCCC(=O)O	29.470999998
NC(CCC(=O)O)C(=O)O	28.516000002000002
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	253.91899999799998
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	254.18200000200002
CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	266.350999998
CC(CCC(O)=NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	276.667000002
N=c1nc(O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1	70.92199999799999
NCCS(=O)O	28.087000002
Oc1ncnc2[nH]cnc12	42.331000002
O=C(O)CN=C(O)C=Cc1c[nH]c2ccccc12	213.871000002
OCC1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O	175.408000002
O=C(O)C1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O	176.724
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	54.358000002000004
CCC(C)C(N)C(=O)O	58.543000002
CC(C)CC(O)=NCC(=O)O	164.566999998
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	232.966000002
c1coc(CNc2nc[nH]c3ncnc2-3)c1	181.77
C[N+](C)(C)CC(O)CC(=O)[O-]	27.403000002
NC(CS)C(=O)O	29.472
NC(CSSCC(N)C(=O)O)C(=O)O	26.839000002
NCCCCC(N)C(=O)O	24.211000002000002
NCCCC(N)C(=O)O	24.871999998
CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	251.947999998
CC(C)CC(N)C(=O)O	58.543000002
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	224.7525
CSCCC(N)C(=O)O	42.205000002
CC1NC(=NCCCC(N)C(=O)O)N=C1O	29.026999998
OC1C(O)C(O)C(O)C(O)C1O	27.892999998
CC(O)=NC(CC(=O)O)C(O)=NC(CCC(=O)O)C(=O)O	51.796999998
CC(O)=NC(Cc1ccc(O)cc1)C(=O)O	160.696000002
CCCCCCCCCCCC(=O)N(C)CC(=O)O	275.977999998
CSCCC(N=C(O)Cc1ccccc1)C(=O)O	227.134999998
N=C(O)c1cccnc1	43.300000002000004
CCCCCCCCC=CCCCCCCCC(=N)O	288.831
CCCCCCCCC=CCCCCCCCC(=O)OC(CCC(=O)[O-])[N+](C)(C)C	270.50449999800003
O=C(O)c1cc(O)nc(O)n1	35.281000002
Nc1ccc(C(=O)NCC(=O)O)cc1	72.20400000000001
C=C(C)C1CC=C(C(=O)O)CC1	228.606
O=C(O)C1CCCN1C(=O)C1CCC(O)=N1	121.036000002
O=C(O)CN=C(O)Cc1ccccc1	202.83
NC(Cc1ccccc1)C(=O)O	29.88
O=C(O)C1CCCCN1	37.224
O=C(O)C1OC(Oc2ccccc2O)C(O)C(O)C1O	168.34600000199998
NC(CCCCn1c(C=O)ccc1CO)C(=O)O	138.847999998
O=C(O)c1ccc[nH]1	156.559000002
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	224.37100000200002
O=C(O)c1ccc2ccccc2n1	171.844999998
CNCC(=O)O	28.104
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O	30.269999999999996
CC(O)=NC(CSC(S)=NCCCCS(C)=O)C(=O)O	194.59399999800002
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	267.5025
CC(O)C(N)C(=O)O	28.516000002000002
O=C(O)C=Cc1cccc(O)c1	211.716
O=C(O)C1CC(O)CN1	28.725
NCCc1c[nH]c2ccccc12	159.07199999999997
NC(Cc1c[nH]c2ccccc12)C(=O)O	143.775
NC(Cc1ccc(O)cc1)C(=O)O	46.714000002
O=c1nc(O)ccn1C1OC(CO)C(O)C1O	46.057999998
CC(C)C(N)C(=O)O	32.736
COc1cc(C(=O)O)ccc1O	190.43099999999998
COc1cc(C=O)ccc1O	206.8095
OCC1OC(c2cnc(O)nc2O)C(O)C1O	44.566000002
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC4(C)C3CCC12C	260.376
N=C(N)NCCCC(N)C(=O)O	25.276999998
NCCS(=O)(=O)O	28.171999998
N=C(O)NCCCC(N)C(=O)O	28.171999998
Nc1nc[nH]c2ncnc1-2	32.305000002
O=C1OC(C(O)CO)C(O)=C1O	33.655999998
Oc1nc(O)c2nc(O)[nH]c2n1	37.099000002
Oc1ccnc(O)n1	37.657000002000004
O=C(O)CC(O)(CC(=O)O)C(=O)O	39.52099999799999
CSCCC(N)C(=O)O	38.779999998
O=C(O)C1CCC(O)=N1	43.856500002000004
O=c1nc(O)ccn1C1OC(CO)C(O)C1O	43.856500002000004
NC(Cc1ccc(O)cc1)C(=O)O	39.646000001999994
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O	51.427999998
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	55.624000002
CC(C)CC(N)C(=O)O	58.2795
CCC(C)C(N)C(=O)O	58.2795
CC(C(=O)O)C(=O)O	32.362000002
O=C(O)CCCC(=O)O	79.335
NC(Cc1ccccc1)C(=O)O	95.22100000200001
O=C(O)CCCCC(=O)O	139.744000002
NC(Cc1c[nH]c2ccccc12)C(=O)O	145.495000002
O=C(O)CN=C(O)c1ccccc1	185.845000002
O=C(O)C=Cc1ccc(O)c(O)c1	192.058000002
O=C(O)Cc1ccccc1	51.645
O=C(O)CCCCCC(=O)O	189.90900000000002
O=C(O)C(O)Cc1ccccc1	209.454
O=C(O)CCCCCCCC(=O)O	217.582000002
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	231.975
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	255.687
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	254.59799999999998
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	267.400000002
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	277.210000002
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	277.210000002
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	281.86699999800004
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	283.195000002
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	202.842
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	230.686999998
O=C(O)C1CCCN1	30.373000001999998
Cn1cnc(CC(N)C(=O)O)c1	25.492999998
CN1CC(O)=NC1=N	28.036000002
CN(C)CC(=O)O	28.171999998
CC1(O)CCOC(=O)C1	71.581000002
Nc1ccc(C(=O)O)cc1	125.65900000200001
Cn1c(=O)c2c(ncn2C)n(C)c1=O	187.84000000199998
