smiles	rt
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc[o+]c4cc(O)cc(c34)O2)cc(OC)c1[O-]	1619.6399999999999
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(C)[o+]c4cc(O)cc(c34)O2)cc(OC)c1[O-]	1717.8
CCOC(=O)c1cc(O)c(O)c(O)c1	1381.2
O=C(Oc1cc(O)cc2c1CC(O)C(c1ccc(O)c(O)c1)O2)c1cc(O)c(O)c(O)c1	1554.8999999999999
CC1=CCCC(C)(C)C12CCC(C)O2	2884.7999999999997
CC(C)=C1CCC(C)CC1=O	2334.0
NCCCN	60.0
O=C(C=Cc1ccc(O)c(O)c1)OC1CC(OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O	1492.8
NCCCCN	66.0
CCCCCC(O)C=CC=CCC=CCC=CCCCC(=O)O	3024.6
O=C(O)Cc1c[nH]c2ccccc12	1596.3
O=C(O)c1c(O)cccc1O	1013.9999999999999
N=c1nc(O)c2ncn(C3CC(O)C(COP(=O)(O)O)O3)c2[nH]1	479.40000000000003
O=C(O)C(=O)C(O)C(O)C(O)CO	84.0
O=C(O)CCC(=O)C(=O)O	132.0
C=Cc1ccc(O)c(OC)c1	1878.0
CCC(C)C(=O)O	1332.0
CCC(C)CN	390.0
CC(C)C(=O)OCCOc1ccccc1	2412.0
OC1=NCCC1	354.0
CCOc1cc(C=O)ccc1O	1635.0
CC(O)(CC(=O)O)CC(=O)O	422.4
O=Cc1cccc(O)c1	1218.0
Cc1c[nH]c2ccccc12	2046.0
CC(=O)CCc1ccc(O)cc1	1476.0
Nc1ccc(C(=O)O)cc1	737.4
CN(C)c1ccc(C=CC=O)cc1	2070.0
O=c1cc(O)oc2ccccc12	1452.0
Cc1cc(=O)oc2cc(O)ccc12	1668.6
Oc1ccc(C=Cc2ccccc2)cc1	2508.0
O=Cc1ccc(CO)o1	716.4
O=C(O)C(O)C(O)C(O)C(=O)CO	85.19999999999999
Cc1ccc(C=O)o1	1217.3999999999999
COc1ccc2oc(-c3ccccc3)cc(=O)c2c1	2574.0
CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O	1878.0
COc1cc(C(C)=O)ccc1O	1434.0
CC(O)=NC(CS)C(=O)O	479.7
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O	653.6999999999999
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	244.8
O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O	762.9
O=C(O)CCCCC(=O)O	930.0
OCC(O)C(O)C(O)CO	82.900000002
N=C(N)NCCCCN	71.10000000000001
CC(N)C(=O)O	41.4
OCC1OC(O)C(O)C(O)C1O	80.925
N=C(O)CCCCC1CCSS1	1740.0
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2	3552.0
O=CC(O)C(O)C(O)C(O)CO	85.65
Oc1ccc(C=C2c3cc(O)cc(O)c3C(c3ccc(O)cc3)C2c2cc(O)cc(O)c2)cc1	1572.9
COc1ccc(C=O)cc1	1626.0
Oc1ccc(C2Oc3cc(O)c4c(c3C2c2cc(O)cc(O)c2)C2C(c3ccc(O)cc3)c3c(O)cc5c(c3C2C4c2ccc(O)cc2)C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O5)cc1	1786.5
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1	1158.0
Nc1ccccc1C(=O)O	1145.6999999999998
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	2226.0
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12	1734.8999999999999
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)cc(O)c12	1773.6
O=CC(O)C(O)C(O)CO	84.45
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	3210.0
OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O	456.3
Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc3c2C(c2cc(O)cc5c2C4C(c2ccc(O)cc2)O5)C(c2ccc(O)cc2)O3)cc1	1978.5
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12	2199.0
CCCCCCCCCCCCCCCCCCCCCC(=O)O	3522.0
O=C(O)c1ccccc1	1572.0
O=C(c1ccccc1)c1ccccc1	2346.0
O=C(OCc1ccccc1)c1ccccc1	2610.0
C[N+](C)(C)CC(=O)[O-]	82.5
O=C(O)c1ccc(O)cc1O	1176.0
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12	3192.0
C=CC1=C(C)C(=Cc2[nH]c(Cc3[nH]c(C=C4NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O	3384.6
CC1=C(C=CC(C)O)C(C)(C)CCC1	2778.0
O=C(O)CCCCC1SCC2N=C(O)NC21	1296.0
CCCCCCCCCCCCCCCCCC(=O)OCCCC	3572.4
NCCCCCN	66.0
O=C(O)C=Cc1ccc(O)c(O)c1	1242.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O	1222.2
CC12CCC(CC1=O)C2(C)C	2190.0
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O	93.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	2964.0
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12	1149.0
O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O	1080.0
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	3612.0
CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C	3462.0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	2808.3
C[N+](C)(C)CCO	84.0
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12	2452.8
O=C(O)C=Cc1ccccc1	1908.0
CCCCCCCCC=CCCCCCCCCCC(=O)O	3372.0
CC(O)(CC(=O)O)C(=O)O	311.09999999999997
O=C(O)CC(O)(CC(=O)O)C(=O)O	234.60000000000002
CC(C)=CCCC(C)CCOC1(O)C(O)OC(CO)C(O)C1O	2358.0
COc1cc(C=CCO)ccc1O	1368.0
COc1cc(C=CC=O)ccc1O	1553.7
O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)CC(O)(C(=O)O)CC1O	1206.0
CC(C)c1ccc(C=O)cc1	2316.0
[O-]c1cc2c(O)cc(O)cc2[o+]c1-c1ccc(O)c(O)c1	1734.0
[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O	1326.0
[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2(O)OC2OCC(O)C(O)C2O)ccc1O	1356.0
[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)ccc1O	1284.0
[O-]c1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O	1102.5
[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OCC(O)C(O)C2O)ccc1O	1386.0
CC1OC(OCC2OC(Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c([O-])c3)C(O)C(O)C2O)C(O)C(O)C1O	1386.0
O=C(CO)C(O)C(O)C(O)CO	84.0
OCC1OC(O)C(O)C1O	84.0
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O	966.0000000000001
CC(O)C(O)C(O)C(O)C=O	108.0
O=CC(O)C(O)C(O)C(O)C(=O)O	79.80000000000001
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	90.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12	1950.0
O=c1cc(O)c2cccc(O)c2o1	1295.6999999999998
CCCCCCCCCC(=O)O	2736.9
O=C1OC(C(O)CO)C(=O)C1=O	103.2
[O-]c1c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1O	1626.0
CC1OC(OCC2OC(Oc3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c([O-])c(O)c3)C(O)C(O)C2O)C(O)C(O)C1O	1314.0
[O-]c1c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc1O	1254.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	2976.0
CCNCC	100.8
CC(=O)C=CC1C(C)CCCC1(C)C	2766.0
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O	1669.2
CCCCCCCCCCCC=CC=CC=CC=CC=CC(=O)O	3240.0
CC(C)(CO)C(O)C(O)=NCCC(=O)O	858.0
Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc4c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O4)C(c2ccc(O)cc2)O3)cc1	1958.8500000000001
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O	2784.3
CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	3534.0
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21	1860.9
CC1(C)CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1	3226.2000000000003
O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1	1068.0
CCOC(=O)Cc1c[nH]c2ccccc12	2130.0
CCCCCC=CCC=CCCCCCCCC(=O)OCC	3367.2
CCCCCCCCCCCCCC(=O)OCC	3306.2999999999997
C=CCc1ccc(OC(C)=O)c(OC)c1	2298.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1O	2244.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C	1242.0
CC(C)=CCCC(C)=CCCC(C)=CCOC1(O)OC(CO)C(O)C(O)C1O	2776.5
COc1cc(C=CC(=O)O)ccc1O	1554.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C	1314.0
N=c1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1	1278.0
O=C(O)C=CC(=O)O	212.55
O=C(O)c1ccco1	762.0
O=Cc1ccco1	732.0
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12	2482.8
O=C(O)c1cc(O)c(O)c(O)c1	537.0
NCCCC(=O)O	129.0
NC(CCC(O)=NC(CS)C(=O)O)C(=O)O	196.5
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	2106.0
COc1ccc(-c2coc3cc(OC)cc(O)c3c2=O)cc1	2688.0
O=C(O)c1cc(O)ccc1O	1020.0
CC(=O)CCC=C(C)CCC=C(C)C	2790.0
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1	3078.0
CC(C)=CCCC(C)=CCOC1OC(CO)C(O)C(O)C1O	2202.0
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1	3276.0
CCC(=O)OCC=C(C)CCC=C(C)C	2892.0
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O	1529.3999999999999
O=C(O)C(O)C(O)C(O)C(O)CO	84.0
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O	73.2
O=C(O)CCCC(=O)O	614.4
NC(CCC(O)=NC(CSSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)C(O)=NCC(=O)O)C(=O)O	580.5
O=C(O)C(O)CO	87.0
NCC(=O)O	73.2
COc1ccccc1O	1350.0
N=C(N)N	78.0
N=c1nc(O)c2nc[nH]c2[nH]1	192.89999999999998
CCCCCC(=O)O	1853.1000000000001
CCCCCCN	906.0
O=C(O)CN=C(O)c1ccccc1	1036.8000000000002
NCCc1cnc[nH]1	66.0
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C	2734.7999999999997
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C	2781.0
c1ccc2[nH]ccc2c1	1686.0
O=C(O)c1cc2ccccc2[nH]1	2310.0
O=Cc1c[nH]c2ccccc12	1507.2
O=C(O)c1c[nH]c2ccccc12	1535.4
O=C(O)CCc1c[nH]c2ccccc12	1816.5
O=C(O)C(=O)Cc1c[nH]c2ccccc12	1817.1
O=C(O)C(O)Cc1c[nH]c2ccccc12	1476.0
CC(C)CCN	414.0
CC(C)C(O)(CC(=O)O)C(=O)O	1086.3
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O	2226.0
CCC=CCC1C(=O)CCC1CC(=O)O	2022.0000000000002
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	2196.2999999999997
O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	1840.5
O=C(O)C1(O)CC(O)C(O)C(O)C1	96.3
N=C(N)NCCCC(N)C(=O)O	72.9
O=C(O)C(O)C(O)C(=O)O	90.6
CC(O)C(=O)O	150.6
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	3498.6000000000004
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	3594.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(O)c1O	2081.1000000000004
O=C1OC(C(O)CO)C(O)=C1O	143.1
N=C(O)CC(N)C(=O)O	76.5
NC(CC(=O)O)C(=O)O	77.1
N=C(O)NCCCC(N)C(=O)O	84.0
NC(CCSCC(N)C(=O)O)C(=O)O	72.6
NC(CS)C(=O)O	73.5
NC(CCC(=O)O)C(=O)O	78.89999999999999
N=C(O)CCC(N)C(=O)O	78.0
NC(CCC(O)=NC(CS)C(O)=NCC(=O)O)C(=O)O	204.29999999999998
NC(Cc1cnc[nH]1)C(=O)O	72.0
NC(CCO)C(=O)O	77.4
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1	3048.0
CCCCCC=CCC=CCCCCCCCC(=O)O	3216.0
CCC=CCC=CCC=CCCCCCCCC(=O)O	3138.0
CCC(C)C(N)C(=O)O	276.90000000000003
Nc1ccccc1C(=O)CC(N)C(=O)O	660.3000000000001
CC(C)CC(N)C(=O)O	298.8
NCCCCC(N)C(=O)O	70.8
O=C(O)CC(O)C(=O)O	120.3
CSCCC(N)C(=O)O	168.0
CCCC(N)C(=O)O	138.0
NCCCC(N)C(=O)O	66.0
NC(Cc1ccccc1)C(=O)O	690.0
O=C(O)C1CCCN1	95.7
NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O	82.5
NC(CO)C(=O)O	72.9
CC(O)C(N)C(=O)O	78.3
NC(Cc1c[nH]c2ccccc12)C(=O)O	960.0
NC(Cc1ccc(O)cc1)C(=O)O	365.1
C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12	3600.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	2081.3999999999996
CC(C)C(N)C(=O)O	131.1
O=C(O)CC(=O)O	126.6
COc1cc(-c2oc3cc(O)cc(=O)c-3cc2OC2OC(C[O+]=C(O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(OC)c1[O-]	1950.0
COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-]	1240.8
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-]	1452.0
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(C)=O)C(O)C(O)C2O)cc(OC)c1[O-]	1734.0
OCC(O)C(O)C(O)C(O)CO	82.5
O=C(O)C=Cc1cccc(O)c1	1570.5
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O	84.0
CCCCCCCCCCCCCCCCCCCC(=O)OC	3552.0
CCCCCCCCCCCCCCCCCCCCCC(=O)OC	3672.0
CCCCCCCC(=O)OC	2655.0
CCCCCCCCC=CCCCCCCCCCC(=O)OC	3471.6
CCCCCCCCCCCCCCCCCCCCC(=O)OC	3624.0
CCCCCCCCCCCCCCCCC(=O)OC	3426.0
CCC=CCC1C(=O)CCC1CC(=O)OC	2305.5
CCC=CCC=CCC=CCCCCCCCC(=O)OC	3270.0
CCCCCCCCCCCCCC(=O)OC	3265.5
CCCCCCCCCCCCCCCCCCC(=O)OC	3510.0
CCCCCCCCC=CCCCCCCCC(=O)OC	3390.9
CCCCCCCCCCCCCCCC(=O)OC	3384.0
CCCCCCC=CCCCCCCCC(=O)OC	3294.0
COC(=O)c1cc(O)c(O)c(Oc2c(O)c(O)c3oc(=O)c4cc(O)c(O)c5oc(=O)c2c3c54)c1	1806.0
CCCCCCCCCCCCCCCCCC(=O)OC	3468.0
COC(=O)CCS	2027.7
COC(=O)c1ccccc1O	2070.0
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12	1914.8999999999999
C1COCCN1	84.0
O=C(O)C(O)C(O)C(O)C(O)C(=O)O	78.0
OC1C(O)C(O)C(O)C(O)C1O	73.2
CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	1698.0
CC(O)=NC(Cc1ccc(O)cc1)C(=O)O	1042.8
CC(O)=NC1C(O)OC(CO)C(O)C1O	89.200000002
CC(O)=NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO	89.7
CCCCCCC(=O)O	2165.4
O=C1CCC(=O)N1O	120.0
N=C(O)c1cccnc1	227.4
CN1CCCC1c1cccnc1	278.4
O=C(O)c1cccnc1	178.5
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O	498.00000000000006
O=C(O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1	126.0
CCCCCCCCC(=O)O	2586.2999999999997
CCCCCCCC(=O)O	2400.9
CCCCCCCCOC1OC(CO)C(O)C(O)C1O	2256.0
CCCCCCCCN	1655.1000000000001
CCCCCCCCC=CCCCCCCCC(=O)O	3291.0
NC(COP(=O)(O)O)C(=O)O	72.6
O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12	1529.1
CCCCCCCCCCCCCCCC(=O)O	3265.2000000000003
CCCCCCC=CCCCCCCCC(=O)O	3168.0
O=C(O)C=Cc1ccc(O)cc1	1458.0
[O-]c1cc(OC2OC(CO)C(O)C(O)C2O)c2cc(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)cc3)[o+]c2c1	1176.0
[O-]c1cc(O)cc2[o+]c(-c3ccc(O)cc3)c(OC3OC(CO)C(O)C(O)C3O)cc12	1422.0
O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	1697.7
COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1[O-]	1212.0
COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O	1439.3999999999999
COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2OC2OCC(O)C(O)C2O)ccc1O	1488.0
COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2OC2OC(COC(C)=O)C(O)C(O)C2O)ccc1O	1752.0
COc1cc(-c2oc3cc(O)cc(=O)c-3cc2OC2OC(C[O+]=C([O-])C=Cc3ccc(O)cc3)C(O)C(O)C2O)ccc1O	1979.1
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(O)c1[O-]	1782.0
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(O)c1[O-]	1374.0
NCCc1ccccc1	726.0
COC1C(O)C(O)C(O)C(O)C1O	84.3
O=C(O)C1CNCCN1	71.10000000000001
C1CCNCC1	150.0
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1	2442.0
O=C(O)c1ccc2c(c1)OCO2	1602.9
Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4	1512.0
CCCN	90.0
O=C(O)c1ccc(O)c(O)c1	834.0
Cc1ncc(CO)c(C=O)c1O	226.5
Cc1ncc(COP(=O)(O)O)c(C=O)c1O	239.4
Cc1ncc(CO)c(CN)c1O	85.19999999999999
Cc1ncc(COP(=O)(O)O)c(CN)c1O	84.3
Cc1ncc(CO)c(CO)c1O	294.0
Oc1ccccc1O	780.0
C1CCNC1	90.0
CC(=O)C(=O)O	107.4
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	2038.7999999999997
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	1737.0
